# libretro cheat filename -> N64 header key.
# Generated by tools/mkcheatkeys.py from the MATCH_* rows in src/menu/rom_info.c.
# Pure facts: a filename and three header fields. Regenerate rather than edit.
# region is the byte the filename says will sit at header 0x3E, where game_code
# ends in the ANY-region wildcard; mkcheatdb makes a second, narrower row of it.
# filename	game_code	version	check_code	region
Chameleon Twist 2 (E)	N2V?	255	0x0000000000000000	P
Chameleon Twist 2 (Europe)	N2V?	255	0x0000000000000000	P
Chameleon Twist 2 (J)	N2V?	255	0x0000000000000000	J
Chameleon Twist 2 (Japan)	N2V?	255	0x0000000000000000	J
Chameleon Twist 2 (U)	N2V?	255	0x0000000000000000	E
Chameleon Twist 2 (USA)	N2V?	255	0x0000000000000000	E
Charlie Blast's Territory (Europe)	NCB?	255	0x0000000000000000	P
Charlie Blast's Territory (USA)	NCB?	255	0x0000000000000000	E
Charlie Blasts Territory (E)	NCB?	255	0x0000000000000000	P
Charlie Blasts Territory (U)	NCB?	255	0x0000000000000000	E
Chopper Attack (E)	NCH?	255	0x0000000000000000	P
Chopper Attack (Europe)	NCH?	255	0x0000000000000000	P
Chopper Attack (U)	NCH?	255	0x0000000000000000	E
Chopper Attack (USA)	NCH?	255	0x0000000000000000	E
Conker's Bad Fur Day (Europe)	NFU?	255	0x0000000000000000	P
Conker's Bad Fur Day (USA)	NFU?	255	0x0000000000000000	E
Conkers Bad Fur Day (U)	NFU?	255	0x0000000000000000	E
Cruis'n Exotica (USA)	NXO?	255	0x0000000000000000	E
Cruis'n USA (Europe)	NCU?	255	0x0000000000000000	P
Cruis'n USA (USA) (Rev 1)	NCU?	1	0x0000000000000000	E
Cruis'n USA (USA) (Rev 2)	NCU?	2	0x0000000000000000	E
Cruis'n USA (USA)	NCU?	255	0x0000000000000000	E
Cruis'n World (Europe)	NCW?	255	0x0000000000000000	P
Cruis'n World (USA)	NCW?	255	0x0000000000000000	E
Cruisn Exotica (U)	NXO?	255	0x0000000000000000	E
Cruisn USA (E) (1.0)	NCU?	255	0x0000000000000000	P
Cruisn USA (E) (1.1)	NCU?	255	0x0000000000000000	P
Cruisn USA (E) (1.2)	NCU?	255	0x0000000000000000	P
Cruisn USA (U) (v1.0)	NCU?	0	0x0000000000000000	E
Cruisn USA (U) (v1.1)	NCU?	1	0x0000000000000000	E
Cruisn USA (U) (v1.2)	NCU?	2	0x0000000000000000	E
Cruisn World (E)	NCW?	255	0x0000000000000000	P
Cruisn World (U)	NCW?	255	0x0000000000000000	E
Custom Robo (Japan)	NCX?	255	0x0000000000000000	J
Custom Robo V2 (Japan)	NCZ?	255	0x0000000000000000	J
CyberTiger (E)	NT4?	255	0x0000000000000000	P
CyberTiger (Europe)	NT4?	255	0x0000000000000000	P
CyberTiger (U)	NT4?	255	0x0000000000000000	E
CyberTiger (USA)	NT4?	255	0x0000000000000000	E
DARK RIFT	NDKJ	255	0x0000000000000000	
DONKEY KONG 64	NDO?	255	0x0000000000000000	
DUKE NUKEM ZERO HOUR (F)	NDZ?	255	0x0000000000000000	F
DUKE NUKEM ZERO HOUR	NDZ?	255	0x0000000000000000	
Dance Dance Revolution - Disney Dancing Museum (Japan)	NDF?	255	0x0000000000000000	J
Dance Dance Revolution - Disney Dancing Museum	NDF?	255	0x0000000000000000	
Dark Rift (Europe)	NDKJ	255	0x0000000000000000	
Dark Rift (U)	NDKJ	255	0x0000000000000000	
Dark Rift (USA)	NDKJ	255	0x0000000000000000	
Deadly Arts (U)	NGA?	255	0x0000000000000000	E
Deadly Arts (USA)	NGA?	255	0x0000000000000000	E
Densha de Go! 64 (Japan)	ND6?	255	0x0000000000000000	J
Derby Stallion 64 (Japan) (Beta)	NDA?	255	0x0000000000000000	J
Derby Stallion 64 (Japan)	NDA?	255	0x0000000000000000	J
Destruction Derby 64 (E)	NDE?	255	0x0000000000000000	P
Destruction Derby 64 (Europe) (En,Fr,De)	NDE?	255	0x0000000000000000	P
Destruction Derby 64 (U)	NDE?	255	0x0000000000000000	E
Destruction Derby 64 (USA)	NDE?	255	0x0000000000000000	E
Dezaemon 3D (J)	CDZ?	255	0x0000000000000000	J
Dezaemon 3D (Japan)	CDZ?	255	0x0000000000000000	J
Diddy Kong Racing (Europe) (En,Fr,De) (Rev 1)	NDY?	1	0x0000000000000000	P
Diddy Kong Racing (Europe) (En,Fr,De)	NDY?	255	0x0000000000000000	P
Diddy Kong Racing (Japan)	NDY?	255	0x0000000000000000	J
Diddy Kong Racing (U) (V1.0)	NDY?	0	0x0000000000000000	E
Diddy Kong Racing (U) (V1.1)	NDY?	1	0x0000000000000000	E
Diddy Kong Racing (USA) (En,Fr) (Rev 1)	NDY?	1	0x0000000000000000	E
Diddy Kong Racing (USA) (En,Fr)	NDY?	255	0x0000000000000000	E
Diddy Kong Racing	NDY?	255	0x0000000000000000	
Disneys Donald Duck - Goin Quackers (U)	NDQ?	255	0x0000000000000000	E
Disneys Tarzan (E)	NTA?	255	0x0000000000000000	P
Disneys Tarzan (F)	NTA?	255	0x0000000000000000	F
Disneys Tarzan (G)	NTA?	255	0x0000000000000000	D
Disneys Tarzan (U)	NTA?	255	0x0000000000000000	E
Donkey Kong 64 (Europe) (En,Fr,De,Es)	NDO?	255	0x0000000000000000	P
Donkey Kong 64 (Japan)	NDO?	255	0x0000000000000000	J
Donkey Kong 64 (U)	NDO?	255	0x0000000000000000	E
Donkey Kong 64 (USA)	NDO?	255	0x0000000000000000	E
Doom 64 (E)	NDM?	255	0x0000000000000000	P
Doom 64 (Europe)	NDM?	255	0x0000000000000000	P
Doom 64 (J)	NDM?	255	0x0000000000000000	J
Doom 64 (Japan)	NDM?	255	0x0000000000000000	J
Doom 64 (USA) (Rev 1)	NDM?	1	0x0000000000000000	E
Doom 64 (USA)	NDM?	255	0x0000000000000000	E
Doraemon - Nobita to 3tsu no Seireiseki (Japan)	NDR?	255	0x0000000000000000	J
Doraemon 2 - Nobita to Hikari no Shinden (Japan)	ND2?	255	0x0000000000000000	J
Doraemon 3 - Nobita no Machi SOS! (Japan)	N3D?	255	0x0000000000000000	J
Doubutsu no Mori (Japan)	NAF?	255	0x0000000000000000	J
Dr. Mario 64 (USA)	NN6?	255	0x0000000000000000	E
Duck Dodgers Starring Daffy Duck (U)	NDU?	255	0x0000000000000000	E
Duck Dodgers Starring Daffy Duck (USA) (En,Fr,Es)	NDU?	255	0x0000000000000000	E
Duke Nukem - Zero Hour (Europe)	NDZ?	255	0x0000000000000000	P
Duke Nukem - Zero Hour (USA)	NDZ?	255	0x0000000000000000	E
Duke Nukem 64 (E)	NDN?	255	0x0000000000000000	P
Duke Nukem 64 (Europe)	NDN?	255	0x0000000000000000	P
Duke Nukem 64 (F)	NDN?	255	0x0000000000000000	F
Duke Nukem 64 (U)	NDN?	255	0x0000000000000000	E
Duke Nukem 64 (USA)	NDN?	255	0x0000000000000000	E
ECW Hardcore Revolution (Europe)	NWI?	255	0x0000000000000000	P
ECW Hardcore Revolution (USA)	NWI?	255	0x0000000000000000	E
EXCITEBIKE64	NMX?	255	0x0000000000000000	
Earthworm Jim 3D (E)	NJM?	255	0x0000000000000000	P
Earthworm Jim 3D (Europe) (En,Fr,De,Es,It)	NJM?	255	0x0000000000000000	P
Earthworm Jim 3D (U)	NJM?	255	0x0000000000000000	E
Earthworm Jim 3D (USA)	NJM?	255	0x0000000000000000	E
Eikou no Saint Andrews (Japan)	NST?	255	0x0000000000000000	J
Excitebike 64 (Europe)	NMX?	255	0x0000000000000000	P
Excitebike 64 (Japan)	NMX?	255	0x0000000000000000	J
Excitebike 64 (U)	NMX?	255	0x0000000000000000	E
Excitebike 64 (USA) (Rev A)	NMX?	255	0x0000000000000000	E
Excitebike 64 (USA)	NMX?	255	0x0000000000000000	E
Extreme-G (E)	NEG?	255	0x0000000000000000	P
Extreme-G (Europe) (En,Fr,De,Es,It)	NEG?	255	0x0000000000000000	P
Extreme-G (Japan)	NEG?	255	0x0000000000000000	J
Extreme-G (U)	NEG?	255	0x0000000000000000	E
Extreme-G (USA)	NEG?	255	0x0000000000000000	E
Extreme-G XG2 (E)	NG2?	255	0x0000000000000000	P
Extreme-G XG2 (Europe) (En,Fr,De,Es,It)	NG2?	255	0x0000000000000000	P
Extreme-G XG2 (J)	NG2?	255	0x0000000000000000	J
Extreme-G XG2 (Japan)	NG2?	255	0x0000000000000000	J
Extreme-G XG2 (U)	NG2?	255	0x0000000000000000	E
Extreme-G XG2 (USA)	NG2?	255	0x0000000000000000	E
F-1 Pole Position 64 (U)	NHG?	255	0x0000000000000000	E
F-1 World Grand Prix (Europe) (Beta)	NFW?	255	0x0000000000000000	P
F-1 World Grand Prix (France)	NFW?	255	0x0000000000000000	F
F-1 World Grand Prix (Germany)	NFW?	255	0x0000000000000000	D
F-1 World Grand Prix (Japan)	NFW?	255	0x0000000000000000	J
F-1 World Grand Prix (USA)	NFW?	255	0x0000000000000000	E
F-1 World Grand Prix II (E)	NF2?	255	0x0000000000000000	P
F-1 World Grand Prix II (Europe) (En,Fr,De,Es)	NF2?	255	0x0000000000000000	P
F-Zero X (J)	CFZ?	255	0x0000000000000000	J
F-Zero X (Japan)	CFZ?	255	0x0000000000000000	J
F-Zero X (U)	NFZ?	255	0x0000000000000000	E
F-Zero X (USA)	NFZ?	255	0x0000000000000000	E
F1 Pole Position 64 (Europe) (En,Fr,De)	NHG?	255	0x0000000000000000	P
F1 Pole Position 64 (USA) (En,Fr,De)	NHG?	255	0x0000000000000000	E
F1 Racing Championship (E)	NFR?	255	0x0000000000000000	P
F1 Racing Championship (Europe) (En,Fr,De,Es,It)	NFR?	255	0x0000000000000000	P
FIFA - Road to World Cup 98 (E)	N8I?	255	0x0000000000000000	P
FIFA - Road to World Cup 98 (Europe) (En,Fr,De,Es,It,Nl,Sv)	N8I?	255	0x0000000000000000	P
FIFA - Road to World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv)	N8I?	255	0x0000000000000000	E
FIFA 99 (E)	N9F?	255	0x0000000000000000	P
FIFA 99 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv)	N9F?	255	0x0000000000000000	P
FIFA 99 (USA) (En,Fr,De,Es,It,Nl,Pt,Sv)	N9F?	255	0x0000000000000000	E
FIFA Soccer 64 (E)	N7I?	255	0x0000000000000000	P
FIFA Soccer 64 (USA) (En,Fr,De)	N7I?	255	0x0000000000000000	E
FLYING DRAGON	NFD?	255	0x0000000000000000	
Famista 64 (Japan)	NFS?	255	0x0000000000000000	J
Fighter Destiny 2 (U)	NFG?	255	0x0000000000000000	E
Fighter Destiny 2 (USA)	NFG?	255	0x0000000000000000	E
Fighters Destiny (E)	NKA?	255	0x0000000000000000	P
Fighters Destiny (Europe)	NKA?	255	0x0000000000000000	P
Fighters Destiny (F)	NKA?	255	0x0000000000000000	F
Fighters Destiny (France)	NKA?	255	0x0000000000000000	F
Fighters Destiny (G)	NKA?	255	0x0000000000000000	D
Fighters Destiny (Germany)	NKA?	255	0x0000000000000000	D
Fighters Destiny (U)	NKA?	255	0x0000000000000000	E
Fighters Destiny (USA)	NKA?	255	0x0000000000000000	E
Fighting Force 64 (E)	NFF?	255	0x0000000000000000	P
Fighting Force 64 (Europe)	NFF?	255	0x0000000000000000	P
Fighting Force 64 (U)	NFF?	255	0x0000000000000000	E
Fighting Force 64 (USA)	NFF?	255	0x0000000000000000	E
Flying Dragon (Europe)	NFD?	255	0x0000000000000000	P
Flying Dragon (U)	NFD?	255	0x0000000000000000	E
Flying Dragon (USA)	NFD?	255	0x0000000000000000	E
Forsaken 64 (E)	NFO?	255	0x0000000000000000	P
Forsaken 64 (G)	NFO?	255	0x0000000000000000	D
Forsaken 64 (U)	NFO?	255	0x0000000000000000	E
Forsaken 64 (USA)	NFO?	255	0x0000000000000000	E
Fox Sports College Hoops '99 (USA)	NF9?	255	0x0000000000000000	E
Fox Sports College Hoops 99 (U)	NF9?	255	0x0000000000000000	E
GAUNTLET LEGENDS	NGX?	255	0x0000000000000000	
GT 64 - Championship Edition (Europe) (En,Fr,De)	NGC?	255	0x0000000000000000	P
GT 64 - Championship Edition (USA)	NGC?	255	0x0000000000000000	E
GT 64 Championship Edition (E)	NGC?	255	0x0000000000000000	P
Ganbare Goemon - Neo Momoyama Bakufu no Odori (Japan)	NG5?	255	0x0000000000000000	J
Ganbare! Nippon! Olympics 2000 (Japan)	N3HJ	255	0x0000000000000000	
Gauntlet Legends (USA)	NGX?	255	0x0000000000000000	E
Gex 3 - Deep Cover Gecko (E)	NX3?	255	0x0000000000000000	P
Gex 3 - Deep Cover Gecko (Europe) (En,Es,It)	NX3?	255	0x0000000000000000	P
Gex 3 - Deep Cover Gecko (Europe) (Fr,De)	NX3?	255	0x0000000000000000	P
Gex 3 - Deep Cover Gecko (USA)	NX3?	255	0x0000000000000000	E
Gex 3 Deep Cover Gecko (U)	NX3?	255	0x0000000000000000	E
Gex 64 - Enter the Gecko (E)	NX2?	255	0x0000000000000000	P
Gex 64 - Enter the Gecko (Europe)	NX2?	255	0x0000000000000000	P
Gex 64 - Enter the Gecko (USA)	NX2?	255	0x0000000000000000	E
Gex 64 Enter The Gecko (U)	NX2?	255	0x0000000000000000	E
Glover (Europe) (En,Fr,De)	NGV?	255	0x0000000000000000	P
Glover (U)	NGV?	255	0x0000000000000000	E
Glover (USA)	NGV?	255	0x0000000000000000	E
Glover	NGV?	255	0x0000000000000000	
Goemon - Mononoke Sugoroku (Japan)	NGP?	255	0x0000000000000000	J
Goemon's Great Adventure (USA)	NGM?	255	0x0000000000000000	E
Goemons Great Adventure (U)	NGM?	255	0x0000000000000000	E
GoldenEye 007 (Europe)	NGE?	255	0x0000000000000000	P
GoldenEye 007 (Japan)	NGE?	255	0x0000000000000000	J
GoldenEye 007 (USA)	NGE?	255	0x0000000000000000	E
Goldeneye 007 (U)	NGE?	255	0x0000000000000000	E
Hamster Monogatari 64 (Japan)	NHS?	255	0x0000000000000000	J
Harvest Moon 64 (USA)	NYW?	255	0x0000000000000000	E
Heiwa Pachinko World 64 (Japan)	NHP?	255	0x0000000000000000	J
Hercules - The Legendary Journeys (E)	NHC?	255	0x0000000000000000	P
Hercules - The Legendary Journeys (Europe) (En,Fr,De,Es,It,Nl)	NHC?	255	0x0000000000000000	P
Hercules - The Legendary Journeys (USA)	NHC?	255	0x0000000000000000	E
Hercules The Legendary Journeys (U)	NHC?	255	0x0000000000000000	E
Hexen (E)	NHX?	255	0x0000000000000000	P
Hexen (Europe)	NHX?	255	0x0000000000000000	P
Hexen (F)	NHX?	255	0x0000000000000000	F
Hexen (G)	NHX?	255	0x0000000000000000	D
Hexen (Germany)	NHX?	255	0x0000000000000000	D
Hexen (Japan)	NHX?	255	0x0000000000000000	J
Hexen (U)	NHX?	255	0x0000000000000000	E
Hexen (USA)	NHX?	255	0x0000000000000000	E
Hey You, Pikachu! (USA)	NPG?	255	0x0000000000000000	E
Hiryuu no Ken Twin (Japan)	NHK?	255	0x0000000000000000	J
Hot Wheels - Turbo Racing (Europe) (En,Fr,De)	NHW?	255	0x0000000000000000	P
Hot Wheels - Turbo Racing (USA)	NHW?	255	0x0000000000000000	E
Hot Wheels Turbo Racing (E)	NHW?	255	0x0000000000000000	P
Hot Wheels Turbo Racing (U)	NHW?	255	0x0000000000000000	E
Human Grand Prix - The New Generation (Japan)	NHG?	255	0x0000000000000000	J
Hybrid Heaven (J)	NHY?	255	0x0000000000000000	J
Hybrid Heaven (Japan)	NHY?	255	0x0000000000000000	J
Hybrid Heaven (U)	NHV?	255	0x0000000000000000	E
Hybrid Heaven (USA)	NHV?	255	0x0000000000000000	E
Hydro Thunder (E)	NHT?	255	0x0000000000000000	P
Hydro Thunder (Europe)	NHT?	255	0x0000000000000000	P
Hydro Thunder (F)	NHT?	255	0x0000000000000000	F
Hydro Thunder (France)	NHT?	255	0x0000000000000000	F
Hydro Thunder (U)	NHT?	255	0x0000000000000000	E
Hydro Thunder (USA)	NHT?	255	0x0000000000000000	E
Iggy's Reckin' Balls (Europe)	NWB?	255	0x0000000000000000	P
Iggy's Reckin' Balls (USA)	NWB?	255	0x0000000000000000	E
Iggys Reckin Balls (U)	NWB?	255	0x0000000000000000	E
Iggys Reckin Balls	NWB?	255	0x0000000000000000	
